caseid;activity;timestamp
1001392;Create Purchase Order Item;08/04/2016 14:59
1001392;Send Purchase Order;09/04/2016 14:59
1001392;Receive Goods;19/04/2016 14:59
1001392;Scan Invoice;23/04/2016 14:59
1001392;Book Invoice;08/05/2016 14:59
1001393;Create Purchase Requisition Item;05/04/2016 14:59
1001393;Create Purchase Order Item;08/04/2016 14:59
1001393;Send Purchase Order;10/04/2016 14:59
1001393;Receive Order Confirmation;12/04/2016 14:59
1001393;Receive Goods;17/04/2016 14:59
1001393;Scan Invoice;24/04/2016 14:59
1001393;Book Invoice;12/05/2016 14:59
1001394;Create Purchase Requisition Item;06/04/2016 14:59
1001394;Create Purchase Order Item;08/04/2016 14:59
1001394;Send Purchase Order;10/04/2016 14:59
1001394;Receive Order Confirmation;13/04/2016 14:59
1001394;Receive Goods;19/04/2016 14:59
1001394;Scan Invoice;23/04/2016 14:59
1001394;Book Invoice;06/05/2016 14:59
1001395;Create Purchase Requisition Item;06/04/2016 15:03
1001395;Create Purchase Order Item;08/04/2016 15:03
1001395;Send Purchase Order;09/04/2016 15:03
1001395;Dun Order Confirmation;13/04/2016 15:03
1001395;Receive Order Confirmation;18/04/2016 15:03
1001395;Receive Goods;25/04/2016 15:03
1001395;Book Invoice;30/04/2016 15:03
1001395;Scan Invoice;02/05/2016 15:03
1001396;Create Purchase Requisition Item;06/04/2016 15:07
1001396;Create Purchase Order Item;08/04/2016 15:07
1001396;Send Purchase Order;10/04/2016 15:07
1001396;Dun Order Confirmation;14/04/2016 15:07
1001396;Receive Order Confirmation;18/04/2016 15:07
1001396;Receive Goods;24/04/2016 15:07
1001396;Scan Invoice;29/04/2016 15:07
1001396;Book Invoice;09/05/2016 15:07
1001397;Create Purchase Requisition Item;07/04/2016 15:07
1001397;Create Purchase Order Item;08/04/2016 15:07
1001397;Send Purchase Order;10/04/2016 15:07
1001397;Receive Goods;20/04/2016 15:07
1001397;Scan Invoice;27/04/2016 15:07
1001397;Set Payment Block;30/04/2016 15:07
1001397;Remove Payment Block;05/05/2016 15:07
1001397;Book Invoice;15/05/2016 15:07
1001398;Create Purchase Requisition Item;07/04/2016 15:07
1001398;Create Purchase Order Item;08/04/2016 15:07
1001398;Send Purchase Order;09/04/2016 15:07
1001398;Send Purchase Order Update;12/04/2016 15:07
1001398;Receive Goods;21/04/2016 15:07
1001398;Scan Invoice;28/04/2016 15:07
1001398;Book Invoice;15/05/2016 15:07
1001399;Create Purchase Requisition Item;05/04/2016 15:07
1001399;Create Purchase Order Item;08/04/2016 15:07
1001399;Send Purchase Order;11/04/2016 15:07
1001399;Change Currency;13/04/2016 15:07
1001399;Receive Goods;20/04/2016 15:07
1001399;Scan Invoice;28/04/2016 15:07
1001399;Book Invoice;11/05/2016 15:07
10014;Create Purchase Order Item;27/01/2016 12:17
10014;Send Purchase Order;28/01/2016 12:17
10014;Receive Goods;08/02/2016 12:17
10014;Scan Invoice;12/02/2016 12:17
10014;Book Invoice;28/02/2016 12:17
100140;Create Purchase Requisition Item;05/10/2016 14:31
100140;Create Purchase Order Item;06/10/2016 14:31
100140;Send Purchase Order;08/10/2016 14:31
100140;Send Purchase Order Update;13/10/2016 14:31
100140;Receive Goods;22/10/2016 14:31
100140;Scan Invoice;24/10/2016 14:31
100140;Book Invoice;07/11/2016 14:31
1001400;Create Purchase Requisition Item;05/04/2016 15:07
1001400;Create Purchase Order Item;08/04/2016 15:07
1001400;Send Purchase Order;09/04/2016 15:07
1001400;Delete Purchase Order Item;18/04/2016 15:07
1001401;Change Quantity;30/03/2016 11:42
1001401;Create Purchase Requisition Item;05/04/2016 15:11
1001401;Create Purchase Order Item;08/04/2016 15:11
1001401;Send Purchase Order;09/04/2016 15:11
1001401;Block Purchase Order Item;18/04/2016 15:11
1001401;Cancel Goods Receipt;16/07/2016 10:10
1001402;Create Purchase Requisition Item;06/04/2016 15:13
1001402;Create Purchase Order Item;08/04/2016 15:13
1001402;Send Purchase Order;11/04/2016 15:13
1001402;Block Purchase Order Item;14/04/2016 15:13
1001402;Reactivate Purchase Order Item;19/04/2016 15:13
1001402;Receive Goods;22/04/2016 15:13
1001402;Scan Invoice;27/04/2016 15:13
1001402;Book Invoice;16/05/2016 15:13
1001403;Create Purchase Requisition Item;05/04/2016 15:13
1001403;Create Purchase Order Item;08/04/2016 15:13
1001403;Refuse Purchase Order Item;10/04/2016 15:13
1001404;Create Purchase Requisition Item;14/04/2016 15:02
1001404;Create Purchase Order Item;15/04/2016 15:02
1001404;Send Purchase Order;17/04/2016 15:02
1001404;Receive Goods;27/04/2016 15:02
1001404;Scan Invoice;29/04/2016 15:02
1001404;Book Invoice;12/05/2016 15:02
1001405;Create Purchase Requisition Item;13/04/2016 15:02
1001405;Create Purchase Order Item;15/04/2016 15:02
1001405;Send Purchase Order;18/04/2016 15:02
1001405;Receive Goods;25/04/2016 15:02
1001405;Scan Invoice;03/05/2016 15:02
1001405;Book Invoice;09/05/2016 15:02
1001406;Create Purchase Requisition Item;07/04/2016 15:13
1001406;Create Purchase Order Item;08/04/2016 15:13
1001406;Send Purchase Order;10/04/2016 15:13
1001406;Receive Goods;17/04/2016 15:13
1001406;Scan Invoice;26/04/2016 15:13
1001406;Book Invoice;28/04/2016 15:13
1001407;Create Purchase Requisition Item;05/04/2016 15:13
1001407;Create Purchase Order Item;08/04/2016 15:13
1001407;Send Purchase Order;10/04/2016 15:13
1001407;Receive Goods;16/04/2016 15:13
1001407;Scan Invoice;24/04/2016 15:13
1001407;Book Invoice;01/05/2016 15:13
1001408;Create Purchase Requisition Item;05/04/2016 15:13
1001408;Create Purchase Order Item;08/04/2016 15:13
1001408;Send Purchase Order;10/04/2016 15:13
1001408;Receive Goods;19/04/2016 15:13
1001408;Scan Invoice;23/04/2016 15:13
1001408;Book Invoice;02/05/2016 15:13
1001409;Create Purchase Requisition Item;06/04/2016 15:13
1001409;Create Purchase Order Item;08/04/2016 15:13
1001409;Send Purchase Order;11/04/2016 15:13
1001409;Receive Goods;17/04/2016 15:13
1001409;Scan Invoice;26/04/2016 15:13
1001409;Book Invoice;30/04/2016 15:13
100141;Create Purchase Requisition Item;03/10/2016 14:29
100141;Create Purchase Order Item;06/10/2016 14:29
100141;Send Purchase Order;07/10/2016 14:29
100141;Change Currency;12/10/2016 14:29
100141;Receive Goods;17/10/2016 14:29
100141;Scan Invoice;26/10/2016 14:29
100141;Book Invoice;05/11/2016 14:29
1001410;Create Purchase Requisition Item;05/04/2016 15:13
1001410;Create Purchase Order Item;08/04/2016 15:13
1001410;Send Purchase Order;10/04/2016 15:13
1001410;Receive Goods;19/04/2016 15:13
1001410;Scan Invoice;24/04/2016 15:13
1001410;Book Invoice;06/05/2016 15:13
1001411;Create Purchase Requisition Item;06/04/2016 15:16
1001411;Create Purchase Order Item;08/04/2016 15:16
1001411;Send Purchase Order;10/04/2016 15:16
1001411;Receive Goods;20/04/2016 15:16
1001411;Scan Invoice;23/04/2016 15:16
1001411;Book Invoice;30/04/2016 15:16
1001412;Create Purchase Requisition Item;07/04/2016 15:16
1001412;Create Purchase Order Item;08/04/2016 15:16
1001412;Send Purchase Order;10/04/2016 15:16
1001412;Receive Goods;18/04/2016 15:16
1001412;Scan Invoice;24/04/2016 15:16
1001412;Book Invoice;06/05/2016 15:16
1001413;Create Purchase Requisition Item;05/04/2016 15:16
1001413;Create Purchase Order Item;08/04/2016 15:16
1001413;Send Purchase Order;09/04/2016 15:16
1001413;Receive Goods;17/04/2016 15:16
1001413;Scan Invoice;24/04/2016 15:16
1001413;Book Invoice;01/05/2016 15:16
1001414;Create Purchase Requisition Item;06/04/2016 15:16
1001414;Create Purchase Order Item;08/04/2016 15:16
1001414;Send Purchase Order;10/04/2016 15:16
1001414;Receive Goods;20/04/2016 15:16
1001414;Scan Invoice;24/04/2016 15:16
1001414;Book Invoice;02/05/2016 15:16
1001415;Create Purchase Requisition Item;05/04/2016 15:25
1001415;Create Purchase Order Item;08/04/2016 15:25
1001415;Send Purchase Order;10/04/2016 15:25
1001415;Receive Goods;17/04/2016 15:25
1001415;Scan Invoice;22/04/2016 15:25
1001415;Book Invoice;09/05/2016 15:25
1001416;Create Purchase Requisition Item;08/04/2016 08:53
1001416;Create Purchase Order Item;09/04/2016 08:53
1001416;Send Purchase Order;11/04/2016 08:53
1001416;Receive Goods;19/04/2016 08:53
1001416;Scan Invoice;26/04/2016 08:53
1001416;Book Invoice;11/05/2016 08:53
1001417;Create Purchase Requisition Item;07/04/2016 15:26
1001417;Create Purchase Order Item;08/04/2016 15:26
1001417;Send Purchase Order;09/04/2016 15:26
1001417;Receive Goods;17/04/2016 15:26
1001417;Scan Invoice;24/04/2016 15:26
1001417;Book Invoice;11/05/2016 15:26
1001418;Create Purchase Requisition Item;05/04/2016 15:26
1001418;Create Purchase Order Item;08/04/2016 15:26
1001418;Send Purchase Order;09/04/2016 15:26
1001418;Receive Goods;18/04/2016 15:26
1001418;Scan Invoice;23/04/2016 15:26
1001418;Book Invoice;09/05/2016 15:26
1001419;Create Purchase Requisition Item;06/04/2016 15:34
1001419;Create Purchase Order Item;08/04/2016 15:34
1001419;Send Purchase Order;09/04/2016 15:34
1001419;Receive Goods;16/04/2016 15:34
1001419;Scan Invoice;25/04/2016 15:34
1001419;Book Invoice;09/05/2016 15:34
100142;Create Purchase Requisition Item;04/10/2016 14:32
100142;Create Purchase Order Item;06/10/2016 14:32
100142;Send Purchase Order;09/10/2016 14:32
100142;Delete Purchase Order Item;17/10/2016 14:32
1001420;Create Purchase Requisition Item;06/04/2016 15:34
1001420;Create Purchase Order Item;08/04/2016 15:34
1001420;Send Purchase Order;10/04/2016 15:34
1001420;Receive Goods;18/04/2016 15:34
1001420;Scan Invoice;25/04/2016 15:34
1001420;Book Invoice;03/05/2016 15:34
1001421;Scan Invoice;14/06/2016 10:00
1001421;Create Purchase Order Item;15/06/2016 10:00
1001421;Send Purchase Order;17/06/2016 10:00
1001421;Receive Goods;24/06/2016 10:00
1001421;Book Invoice;09/07/2016 10:00
1001422;Scan Invoice;13/12/2016 10:00
1001422;Create Purchase Order Item;15/12/2016 10:00
1001422;Send Purchase Order;16/12/2016 10:00
1001422;Receive Goods;27/12/2016 10:00
1001423;Scan Invoice;13/12/2016 10:00
1001423;Create Purchase Order Item;15/12/2016 10:00
1001423;Send Purchase Order;18/12/2016 10:00
1001423;Receive Goods;24/12/2016 10:00
1001424;Create Purchase Requisition Item;07/04/2016 15:40
1001424;Create Purchase Order Item;08/04/2016 15:40
1001424;Send Purchase Order;11/04/2016 15:40
1001424;Change Price;16/04/2016 15:40
1001424;Receive Goods;27/04/2016 15:40
1001424;Scan Invoice;01/05/2016 15:40
1001424;Book Invoice;13/05/2016 15:40
1001425;Create Purchase Requisition Item;07/04/2016 15:40
1001425;Create Purchase Order Item;08/04/2016 15:40
1001425;Send Purchase Order;10/04/2016 15:40
1001425;Change Price;17/04/2016 15:40
1001425;Receive Goods;25/04/2016 15:40
1001425;Scan Invoice;03/05/2016 15:40
1001425;Book Invoice;14/05/2016 15:40
1001426;Create Purchase Requisition Item;06/04/2016 15:40
1001426;Create Purchase Order Item;08/04/2016 15:40
1001426;Send Purchase Order;10/04/2016 15:40
1001426;Change Price;18/04/2016 15:40
1001426;Receive Goods;29/04/2016 15:40
1001426;Scan Invoice;02/05/2016 15:40
1001426;Book Invoice;17/05/2016 15:40
1001427;Create Purchase Requisition Item;07/04/2016 15:40
1001427;Create Purchase Order Item;08/04/2016 15:40
1001427;Send Purchase Order;09/04/2016 15:40
1001427;Change Price;15/04/2016 15:40
1001427;Receive Goods;26/04/2016 15:40
1001427;Scan Invoice;04/05/2016 15:40
1001427;Book Invoice;20/05/2016 15:40
1001428;Create Purchase Order Item;08/04/2016 15:40
1001428;Send Purchase Order;10/04/2016 15:40
1001428;Receive Goods;18/04/2016 15:40
1001428;Scan Invoice;25/04/2016 15:40
1001428;Book Invoice;06/05/2016 15:40
1001429;Create Purchase Order Item;08/04/2016 15:40
1001429;Send Purchase Order;11/04/2016 15:40
1001429;Receive Goods;17/04/2016 15:40
1001429;Scan Invoice;22/04/2016 15:40
1001429;Book Invoice;07/05/2016 15:40
100143;Create Purchase Requisition Item;04/10/2016 14:33
100143;Create Purchase Order Item;06/10/2016 14:33
100143;Send Purchase Order;09/10/2016 14:33
100143;Block Purchase Order Item;16/10/2016 14:33
1001430;Create Purchase Order Item;08/04/2016 15:46
1001430;Send Purchase Order;10/04/2016 15:46
1001430;Receive Goods;18/04/2016 15:46
1001430;Scan Invoice;24/04/2016 15:46
1001430;Book Invoice;09/05/2016 15:46
1001431;Create Purchase Order Item;08/04/2016 15:46
1001431;Send Purchase Order;10/04/2016 15:46
1001431;Receive Goods;19/04/2016 15:46
1001431;Scan Invoice;24/04/2016 15:46
1001431;Book Invoice;10/05/2016 15:46
1001432;Create Purchase Order Item;08/04/2016 15:46
1001432;Send Purchase Order;11/04/2016 15:46
1001432;Receive Goods;19/04/2016 15:46
1001432;Scan Invoice;23/04/2016 15:46
1001432;Book Invoice;07/05/2016 15:46
1001433;Create Purchase Order Item;08/04/2016 15:46
1001433;Send Purchase Order;10/04/2016 15:46
1001433;Receive Goods;18/04/2016 15:46
1001433;Scan Invoice;22/04/2016 15:46
1001433;Book Invoice;11/05/2016 15:46
1001434;Create Purchase Requisition Item;07/04/2016 15:47
1001434;Create Purchase Order Item;08/04/2016 15:47
1001434;Send Purchase Order;10/04/2016 15:47
1001434;Receive Order Confirmation;13/04/2016 15:47
1001434;Receive Goods;16/04/2016 15:47
1001434;Scan Invoice;23/04/2016 15:47
1001434;Book Invoice;04/05/2016 15:47
1001435;Create Purchase Requisition Item;06/04/2016 15:46
1001435;Create Purchase Order Item;08/04/2016 15:46
1001435;Send Purchase Order;09/04/2016 15:46
1001435;Receive Order Confirmation;12/04/2016 15:46
1001435;Receive Goods;19/04/2016 15:46
1001435;Scan Invoice;24/04/2016 15:46
1001435;Book Invoice;09/05/2016 15:46
1001436;Create Purchase Requisition Item;05/04/2016 15:46
1001436;Create Purchase Order Item;08/04/2016 15:46
1001436;Send Purchase Order;10/04/2016 15:46
1001436;Dun Order Confirmation;13/04/2016 15:46
1001436;Receive Order Confirmation;16/04/2016 15:46
1001436;Receive Goods;23/04/2016 15:46
1001436;Book Invoice;30/04/2016 15:46
1001436;Scan Invoice;01/05/2016 15:46
1001437;Create Purchase Requisition Item;07/04/2016 15:46
1001437;Create Purchase Order Item;08/04/2016 15:46
1001437;Send Purchase Order;10/04/2016 15:46
1001437;Dun Order Confirmation;13/04/2016 15:46
1001437;Receive Order Confirmation;18/04/2016 15:46
1001437;Receive Goods;23/04/2016 15:46
1001437;Scan Invoice;30/04/2016 15:46
1001437;Book Invoice;07/05/2016 15:46
1001438;Create Purchase Requisition Item;06/04/2016 15:46
1001438;Create Purchase Order Item;08/04/2016 15:46
1001438;Send Purchase Order;10/04/2016 15:46
1001438;Receive Goods;18/04/2016 15:46
1001438;Scan Invoice;26/04/2016 15:46
1001438;Set Payment Block;29/04/2016 15:46
1001438;Remove Payment Block;02/05/2016 15:46
1001438;Book Invoice;21/05/2016 15:46
1001439;Create Purchase Requisition Item;06/04/2016 15:46
1001439;Create Purchase Order Item;08/04/2016 15:46
1001439;Send Purchase Order;10/04/2016 15:46
1001439;Send Purchase Order Update;14/04/2016 15:46
1001439;Receive Goods;22/04/2016 15:46
1001439;Scan Invoice;26/04/2016 15:46
1001439;Book Invoice;14/05/2016 15:46
100144;Create Purchase Requisition Item;05/10/2016 14:33
100144;Create Purchase Order Item;06/10/2016 14:33
100144;Send Purchase Order;08/10/2016 14:33
100144;Block Purchase Order Item;13/10/2016 14:33
100144;Reactivate Purchase Order Item;15/10/2016 14:33
100144;Receive Goods;20/10/2016 14:33
100144;Scan Invoice;24/10/2016 14:33
100144;Book Invoice;03/11/2016 14:33
1001440;Create Purchase Requisition Item;06/04/2016 15:46
1001440;Create Purchase Order Item;08/04/2016 15:46
1001440;Send Purchase Order;11/04/2016 15:46
1001440;Change Currency;12/04/2016 15:46
1001440;Receive Goods;19/04/2016 15:46
1001440;Scan Invoice;26/04/2016 15:46
1001440;Book Invoice;11/05/2016 15:46
1001441;Create Purchase Requisition Item;06/04/2016 15:46
1001441;Create Purchase Order Item;08/04/2016 15:46
1001441;Send Purchase Order;10/04/2016 15:46
1001441;Delete Purchase Order Item;18/04/2016 15:46
1001442;Create Purchase Requisition Item;07/04/2016 15:46
1001442;Create Purchase Order Item;08/04/2016 15:46
1001442;Send Purchase Order;09/04/2016 15:46
1001442;Block Purchase Order Item;18/04/2016 15:46
1001443;Create Purchase Requisition Item;06/04/2016 15:46
1001443;Create Purchase Order Item;08/04/2016 15:46
1001443;Send Purchase Order;09/04/2016 15:46
1001443;Block Purchase Order Item;15/04/2016 15:46
1001443;Reactivate Purchase Order Item;19/04/2016 15:46
1001443;Receive Goods;24/04/2016 15:46
1001443;Scan Invoice;29/04/2016 15:46
1001443;Book Invoice;16/05/2016 15:46
1001444;Create Purchase Requisition Item;06/04/2016 15:46
1001444;Create Purchase Order Item;08/04/2016 15:46
1001444;Refuse Purchase Order Item;10/04/2016 15:46
1001445;Create Purchase Requisition Item;06/04/2016 15:46
1001445;Create Purchase Order Item;08/04/2016 15:46
1001445;Send Purchase Order;11/04/2016 15:46
1001445;Receive Goods;20/04/2016 15:46
1001445;Scan Invoice;25/04/2016 15:46
1001445;Book Invoice;06/05/2016 15:46
1001446;Create Purchase Requisition Item;06/04/2016 15:46
1001446;Create Purchase Order Item;08/04/2016 15:46
1001446;Send Purchase Order;10/04/2016 15:46
1001446;Receive Goods;19/04/2016 15:46
1001446;Scan Invoice;22/04/2016 15:46
1001446;Book Invoice;08/05/2016 15:46
1001447;Create Purchase Requisition Item;05/04/2016 15:46
1001447;Create Purchase Order Item;08/04/2016 15:46
1001447;Send Purchase Order;11/04/2016 15:46
1001447;Receive Goods;19/04/2016 15:46
1001447;Scan Invoice;24/04/2016 15:46
1001447;Book Invoice;05/05/2016 15:46
1001448;Create Purchase Requisition Item;06/04/2016 15:46
1001448;Create Purchase Order Item;08/04/2016 15:46
1001448;Send Purchase Order;10/04/2016 15:46
1001448;Receive Goods;18/04/2016 15:46
1001448;Scan Invoice;24/04/2016 15:46
1001448;Book Invoice;09/05/2016 15:46
1001449;Create Purchase Requisition Item;07/04/2016 15:46
1001449;Create Purchase Order Item;08/04/2016 15:46
1001449;Send Purchase Order;10/04/2016 15:46
1001449;Receive Goods;18/04/2016 15:46
1001449;Scan Invoice;24/04/2016 15:46
1001449;Book Invoice;03/05/2016 15:46
100145;Create Purchase Requisition Item;03/10/2016 14:37
100145;Create Purchase Order Item;06/10/2016 14:37
100145;Refuse Purchase Order Item;07/10/2016 14:37
1001450;Create Purchase Requisition Item;06/04/2016 15:46
1001450;Create Purchase Order Item;08/04/2016 15:46
1001450;Send Purchase Order;10/04/2016 15:46
1001450;Receive Goods;19/04/2016 15:46
1001450;Scan Invoice;23/04/2016 15:46
1001450;Book Invoice;08/05/2016 15:46
1001451;Create Purchase Requisition Item;05/04/2016 15:46
1001451;Create Purchase Order Item;08/04/2016 15:46
1001451;Send Purchase Order;11/04/2016 15:46
1001451;Receive Goods;18/04/2016 15:46
1001451;Scan Invoice;25/04/2016 15:46
1001451;Book Invoice;07/05/2016 15:46
1001452;Create Purchase Requisition Item;06/04/2016 15:46
1001452;Create Purchase Order Item;08/04/2016 15:46
1001452;Send Purchase Order;10/04/2016 15:46
1001452;Receive Goods;16/04/2016 15:46
1001452;Scan Invoice;26/04/2016 15:46
1001452;Book Invoice;13/05/2016 15:46
1001453;Create Purchase Requisition Item;06/04/2016 15:46
1001453;Create Purchase Order Item;08/04/2016 15:46
1001453;Send Purchase Order;11/04/2016 15:46
1001453;Receive Goods;16/04/2016 15:46
1001453;Scan Invoice;25/04/2016 15:46
1001453;Book Invoice;12/05/2016 15:46
1001454;Create Purchase Requisition Item;06/04/2016 15:46
1001454;Create Purchase Order Item;08/04/2016 15:46
1001454;Send Purchase Order;11/04/2016 15:46
1001454;Receive Goods;17/04/2016 15:46
1001454;Scan Invoice;23/04/2016 15:46
1001454;Book Invoice;04/05/2016 15:46
1001455;Create Purchase Requisition Item;05/04/2016 15:46
1001455;Create Purchase Order Item;08/04/2016 15:46
1001455;Send Purchase Order;11/04/2016 15:46
1001455;Receive Goods;18/04/2016 15:46
1001455;Scan Invoice;24/04/2016 15:46
1001455;Book Invoice;03/05/2016 15:46
1001456;Create Purchase Requisition Item;06/04/2016 15:46
1001456;Create Purchase Order Item;08/04/2016 15:46
1001456;Send Purchase Order;10/04/2016 15:46
1001456;Receive Goods;17/04/2016 15:46
1001456;Scan Invoice;23/04/2016 15:46
1001456;Book Invoice;09/05/2016 15:46
1001457;Create Purchase Requisition Item;07/04/2016 15:46
1001457;Create Purchase Order Item;08/04/2016 15:46
1001457;Send Purchase Order;09/04/2016 15:46
1001457;Receive Goods;19/04/2016 15:46
1001457;Scan Invoice;24/04/2016 15:46
1001457;Book Invoice;07/05/2016 15:46
1001458;Create Purchase Requisition Item;06/04/2016 15:46
1001458;Create Purchase Order Item;08/04/2016 15:46
1001458;Send Purchase Order;10/04/2016 15:46
1001458;Receive Goods;17/04/2016 15:46
1001458;Scan Invoice;25/04/2016 15:46
1001458;Book Invoice;09/05/2016 15:46
1001459;Create Purchase Requisition Item;05/04/2016 15:46
1001459;Create Purchase Order Item;08/04/2016 15:46
1001459;Send Purchase Order;11/04/2016 15:46
1001459;Receive Goods;19/04/2016 15:46
1001459;Scan Invoice;23/04/2016 15:46
1001459;Book Invoice;11/05/2016 15:46
100146;Create Purchase Requisition Item;05/10/2016 14:37
100146;Create Purchase Order Item;06/10/2016 14:37
100146;Send Purchase Order;08/10/2016 14:37
100146;Receive Goods;16/10/2016 14:37
100146;Scan Invoice;21/10/2016 14:37
100146;Book Invoice;04/11/2016 14:37
1001460;Create Purchase Requisition Item;06/04/2016 15:46
1001460;Create Purchase Order Item;08/04/2016 15:46
1001460;Send Purchase Order;10/04/2016 15:46
1001460;Receive Goods;16/04/2016 15:46
1001460;Scan Invoice;24/04/2016 15:46
1001460;Book Invoice;09/05/2016 15:46
1001461;Create Purchase Requisition Item;05/04/2016 15:46
1001461;Create Purchase Order Item;08/04/2016 15:46
1001461;Send Purchase Order;11/04/2016 15:46
1001461;Receive Goods;20/04/2016 15:46
1001461;Scan Invoice;22/04/2016 15:46
1001461;Book Invoice;08/05/2016 15:46
1001462;Scan Invoice;12/10/2016 10:00
1001462;Create Purchase Order Item;15/10/2016 10:00
1001462;Send Purchase Order;16/10/2016 10:00
1001462;Receive Goods;26/10/2016 10:00
1001462;Book Invoice;13/11/2016 10:00
1001463;Scan Invoice;13/10/2016 10:00
1001463;Create Purchase Order Item;15/10/2016 10:00
1001463;Send Purchase Order;17/10/2016 10:00
1001463;Receive Goods;25/10/2016 10:00
1001463;Book Invoice;04/11/2016 10:00
1001464;Scan Invoice;13/10/2016 10:00
1001464;Create Purchase Order Item;15/10/2016 10:00
1001464;Send Purchase Order;17/10/2016 10:00
1001464;Receive Goods;24/10/2016 10:00
1001464;Book Invoice;06/11/2016 10:00
1001465;Create Purchase Requisition Item;07/04/2016 15:46
1001465;Create Purchase Order Item;08/04/2016 15:46
1001465;Send Purchase Order;10/04/2016 15:46
1001465;Change Price;19/04/2016 15:46
1001465;Receive Goods;26/04/2016 15:46
1001465;Scan Invoice;30/04/2016 15:46
1001465;Book Invoice;15/05/2016 15:46
1001466;Create Purchase Requisition Item;05/04/2016 15:46
1001466;Create Purchase Order Item;08/04/2016 15:46
1001466;Send Purchase Order;10/04/2016 15:46
1001466;Change Price;18/04/2016 15:46
1001466;Receive Goods;28/04/2016 15:46
1001466;Scan Invoice;30/04/2016 15:46
1001466;Book Invoice;14/05/2016 15:46
1001467;Create Purchase Requisition Item;05/04/2016 15:46
1001467;Create Purchase Order Item;08/04/2016 15:46
1001467;Send Purchase Order;10/04/2016 15:46
1001467;Change Price;18/04/2016 15:46
1001467;Receive Goods;26/04/2016 15:46
1001467;Scan Invoice;04/05/2016 15:46
1001467;Book Invoice;16/05/2016 15:46
1001468;Create Purchase Requisition Item;06/04/2016 15:46
1001468;Create Purchase Order Item;08/04/2016 15:46
1001468;Send Purchase Order;10/04/2016 15:46
1001468;Change Price;19/04/2016 15:46
1001468;Receive Goods;26/04/2016 15:46
1001468;Scan Invoice;01/05/2016 15:46
1001468;Book Invoice;18/05/2016 15:46
1001469;Create Purchase Order Item;08/04/2016 15:46
1001469;Send Purchase Order;10/04/2016 15:46
1001469;Receive Goods;17/04/2016 15:46
1001469;Scan Invoice;24/04/2016 15:46
1001469;Book Invoice;04/05/2016 15:46
100147;Create Purchase Requisition Item;03/10/2016 14:37
100147;Create Purchase Order Item;06/10/2016 14:37
100147;Send Purchase Order;08/10/2016 14:37
100147;Receive Goods;14/10/2016 14:37
100147;Scan Invoice;23/10/2016 14:37
100147;Book Invoice;01/11/2016 14:37
1001470;Create Purchase Order Item;08/04/2016 15:46
1001470;Send Purchase Order;11/04/2016 15:46
1001470;Receive Goods;17/04/2016 15:46
1001470;Scan Invoice;25/04/2016 15:46
1001470;Book Invoice;03/05/2016 15:46
1001471;Create Purchase Order Item;08/04/2016 15:46
1001471;Send Purchase Order;09/04/2016 15:46
1001471;Receive Goods;17/04/2016 15:46
1001471;Scan Invoice;25/04/2016 15:46
1001471;Book Invoice;07/05/2016 15:46
1001472;Create Purchase Order Item;08/04/2016 15:50
1001472;Send Purchase Order;10/04/2016 15:50
1001472;Receive Goods;17/04/2016 15:50
1001472;Scan Invoice;26/04/2016 15:50
1001472;Book Invoice;06/05/2016 15:50
1001473;Create Purchase Order Item;08/04/2016 15:50
1001473;Send Purchase Order;09/04/2016 15:50
1001473;Receive Goods;18/04/2016 15:50
1001473;Scan Invoice;24/04/2016 15:50
1001473;Book Invoice;11/05/2016 15:50
1001474;Create Purchase Order Item;08/04/2016 15:50
1001474;Send Purchase Order;09/04/2016 15:50
1001474;Receive Goods;18/04/2016 15:50
1001474;Scan Invoice;25/04/2016 15:50
1001474;Book Invoice;05/05/2016 15:50
1001475;Create Purchase Requisition Item;07/04/2016 15:53
1001475;Create Purchase Order Item;08/04/2016 15:53
1001475;Send Purchase Order;11/04/2016 15:53
1001475;Receive Order Confirmation;13/04/2016 15:53
1001475;Receive Goods;17/04/2016 15:53
1001475;Scan Invoice;25/04/2016 15:53
1001475;Book Invoice;06/05/2016 15:53
1001476;Create Purchase Requisition Item;05/04/2016 15:53
1001476;Create Purchase Order Item;08/04/2016 15:53
1001476;Send Purchase Order;10/04/2016 15:53
1001476;Receive Order Confirmation;13/04/2016 15:53
1001476;Receive Goods;19/04/2016 15:53
1001476;Scan Invoice;23/04/2016 15:53
1001476;Book Invoice;12/05/2016 15:53
1001477;Create Purchase Requisition Item;07/04/2016 15:55
1001477;Create Purchase Order Item;08/04/2016 15:55
1001477;Send Purchase Order;10/04/2016 15:55
1001477;Dun Order Confirmation;13/04/2016 15:55
1001477;Receive Order Confirmation;16/04/2016 15:55
1001477;Receive Goods;25/04/2016 15:55
1001477;Scan Invoice;29/04/2016 15:55
1001477;Book Invoice;13/05/2016 15:55
1001478;Create Purchase Requisition Item;05/04/2016 15:55
1001478;Create Purchase Order Item;08/04/2016 15:55
1001478;Send Purchase Order;09/04/2016 15:55
1001478;Dun Order Confirmation;13/04/2016 15:55
1001478;Receive Order Confirmation;17/04/2016 15:55
1001478;Receive Goods;25/04/2016 15:55
1001478;Scan Invoice;29/04/2016 15:55
1001478;Book Invoice;11/05/2016 15:55
1001479;Create Purchase Requisition Item;05/04/2016 15:57
1001479;Create Purchase Order Item;08/04/2016 15:57
